name,type,address,lng,lat,province,city,district,
南京农业大学浦口校区学生公寓15栋,商务住宅;住宅区;宿舍,点将台路40号南京农业大学浦口校区,118.697215,32.134609,江苏省,南京市,浦口区,
南京农业大学浦口校区工学院学生公寓,商务住宅;住宅区;宿舍,,118.697004,32.134494,江苏省,南京市,浦口区,
玫瑰花园,商务住宅;住宅区;住宅小区,泰西路26号(公交车站),118.707546,32.143321,江苏省,南京市,浦口区,
铁桥小区,商务住宅;住宅区;住宅小区,泰山街道泰西路32号,118.71121,32.139334,江苏省,南京市,浦口区,
泰山天然居,商务住宅;住宅区;住宅小区,泰西路5-1号(泰山新村转盘道西侧),118.713586,32.143222,江苏省,南京市,浦口区,
泰福新寓,商务住宅;住宅区;住宅小区,火炬南路附近,118.712232,32.14284,江苏省,南京市,浦口区,
弘阳·泰山,商务住宅;住宅区;住宅小区,柳园路西150米,118.713251,32.136922,江苏省,南京市,浦口区,
弘阳·爱上城,商务住宅;住宅区;住宅小区,高新区泰山街道123地块,118.713633,32.137953,江苏省,南京市,浦口区,
新桥家园东区,商务住宅;住宅区;住宅小区,柳新路28,118.708885,32.134319,江苏省,南京市,浦口区,
毛纺厂宿舍(泰西路),商务住宅;住宅区;宿舍,泰西路30号,118.708378,32.141635,江苏省,南京市,浦口区,
泰山街道办事处社区教育中心,商务住宅;住宅区;社区中心,泰工路27号附近,118.704079,32.141749,江苏省,南京市,浦口区,
浦阳大厦,商务住宅;楼宇;商务写字楼,大桥北路83号,118.715899,32.143637,江苏省,南京市,浦口区,
旭日爱上城5期,商务住宅;住宅区;住宅小区,大桥北路57号,118.722052,32.137174,江苏省,南京市,浦口区,
金城丽景北区,商务住宅;住宅区;住宅小区,大桥北路33号,118.723065,32.135285,江苏省,南京市,浦口区,
苏宁天润城十六街区,商务住宅;住宅区;住宅小区,天华南路,118.721636,32.142533,江苏省,南京市,浦口区,
弘阳时代中心,商务住宅;楼宇;商务写字楼,柳州路与大桥北路交汇处,118.720131,32.137368,江苏省,南京市,浦口区,
杏林北苑,商务住宅;住宅区;住宅区,柳园路8号(泰山街道办事处后),118.715673,32.136662,江苏省,南京市,浦口区,
金城丽景2期,商务住宅;住宅区;住宅区,泰达路与火炬南路交叉口东北200米,118.723176,32.135107,江苏省,南京市,浦口区,
弘阳.旭日爱上城4区,商务住宅;商务住宅相关;商务住宅相关,柳州北路8号,118.718825,32.136655,江苏省,南京市,浦口区,
旭日爱上城北区,商务住宅;商务住宅相关;商务住宅相关,大桥北路59号-2,118.721936,32.13778,江苏省,南京市,浦口区,
福地太平宝邸,商务住宅;住宅区;住宅小区,大桥北路83号-1,118.715093,32.143209,江苏省,南京市,浦口区,
弘阳旭日爱上城VOHO4.8II,商务住宅;商务住宅相关;商务住宅相关,大桥北路69号(大桥北路和柳州路交汇处西南角),118.720487,32.139337,江苏省,南京市,浦口区,
新一城(西门),商务住宅;商务住宅相关;商务住宅相关,大桥北路58号,118.722264,32.140495,江苏省,南京市,浦口区,
弘阳·旭日爱上城第5区,商务住宅;住宅区;住宅小区,近郊星火南路2号,118.7227,32.136907,江苏省,南京市,浦口区,
金都汇广场,商务住宅;楼宇;商住两用楼宇|商务住宅;住宅区;住宅区,大桥北路西侧33号(弘阳广场正对面),118.722616,32.136548,江苏省,南京市,浦口区,
雅士居(弘阳广场),商务住宅;住宅区;住宅区,大桥北路48号B1层,118.728135,32.136909,江苏省,南京市,浦口区,
弘扬旭日上城公寓,商务住宅;商务住宅相关;商务住宅相关,沿江江苏省南京市浦口区沿江街道,118.732442,32.138244,江苏省,南京市,浦口区,
弘阳·旭日上城,商务住宅;住宅区;住宅小区,南浦路301号,118.725509,32.14101,江苏省,南京市,浦口区,
弘阳壹号,商务住宅;住宅区;住宅区,大桥北路48号(大洋百货东侧),118.72495,32.139723,江苏省,南京市,浦口区,
金色维也纳,商务住宅;住宅区;住宅小区,大桥北路弘阳广场家居馆3层,118.727021,32.1357,江苏省,南京市,浦口区,
弘阳广场c2馆,商务住宅;住宅区;住宅区,大桥北路48号弘阳广场,118.724149,32.139262,江苏省,南京市,浦口区,
南京弘扬连锁公寓天润城十五街区北区,商务住宅;商务住宅相关;商务住宅相关,天润城十五街区,118.733867,32.140383,江苏省,南京市,浦口区,
弘阳广场城市中央商圈,商务住宅;商务住宅相关;商务住宅相关,大桥北路42号附近,118.728058,32.134681,江苏省,南京市,浦口区,
天润城第五街区,商务住宅;住宅区;住宅小区,沿江街道京新628号,118.731949,32.143878,江苏省,南京市,浦口区,
苏宁环球天润广场,商务住宅;楼宇;商务写字楼|购物服务;商场;购物中心,天华南路与柳洲东路交叉口东北150米,118.724299,32.143525,江苏省,南京市,浦口区,
弘阳旭日上城二期(南门),商务住宅;商务住宅相关;商务住宅相关,,118.729785,32.137733,江苏省,南京市,浦口区,
弘阳.欢乐世界(东门),商务住宅;商务住宅相关;商务住宅相关,G328(大桥北路),118.727328,32.137541,江苏省,南京市,浦口区,
弘阳家居·弘阳广场店A1馆(西门),商务住宅;商务住宅相关;商务住宅相关,大桥北路48号,118.72845,32.135861,江苏省,南京市,浦口区,
弘阳生活荟(东3门),商务住宅;商务住宅相关;商务住宅相关,大桥北路46号附近,118.7282,32.135509,江苏省,南京市,浦口区,
弘阳家居·弘阳广场店A1馆(南门),商务住宅;商务住宅相关;商务住宅相关,大桥北路48号,118.72907,32.134832,江苏省,南京市,浦口区,
弘阳综合2区,商务住宅;产业园区;产业园区,上城路(紧邻福庆健康饰材),118.732471,32.136686,江苏省,南京市,浦口区,
天润城(百润路),商务住宅;住宅区;住宅小区,柳洲东路9-102号,118.734322,32.143663,江苏省,南京市,浦口区,
苏宁天润城八街区,商务住宅;住宅区;住宅小区,柳洲东路19号,118.735963,32.142483,江苏省,南京市,浦口区,
旭日家园(柳洲东路),商务住宅;住宅区;住宅小区,柳州路(地铁站),118.737851,32.140238,江苏省,南京市,浦口区,
浦泰·和天下3期,商务住宅;住宅区;住宅小区,江山路9号,118.739452,32.135115,江苏省,南京市,浦口区,
弘阳.旭日上城1区,商务住宅;住宅区;住宅小区,大桥北路69号,118.735197,32.139052,江苏省,南京市,浦口区,
老周的公寓,商务住宅;商务住宅相关;商务住宅相关,东路南浦路交叉口,118.73608,32.13963,江苏省,南京市,浦口区,
弘阳商管保安生活区,商务住宅;住宅区;住宅小区,大桥北路28号,118.73743,32.134312,江苏省,南京市,浦口区,
幸福美地花园(北门),商务住宅;商务住宅相关;商务住宅相关,南浦路东50米,118.742171,32.13664,江苏省,南京市,浦口区,
弘阳旭日上城二期(北门),商务住宅;商务住宅相关;商务住宅相关,柳洲东路,118.735202,32.139045,江苏省,南京市,浦口区,
旭日家园104幢,商务住宅;商务住宅相关;商务住宅相关,南浦路与柳洲东路交叉口西南150米,118.738567,32.140057,江苏省,南京市,浦口区,
旭日家园103幢,商务住宅;商务住宅相关;商务住宅相关,南浦路与柳洲东路交叉口西南150米,118.738491,32.140211,江苏省,南京市,浦口区,
旭日家园105幢,商务住宅;商务住宅相关;商务住宅相关,南浦路与柳洲东路交叉口南150米,118.738588,32.139912,江苏省,南京市,浦口区,
威尼斯水城第一街区,商务住宅;住宅区;住宅小区,柳州东路198号,118.748573,32.138897,江苏省,南京市,浦口区,
威尼斯水城第二街区,商务住宅;住宅区;住宅小区,浦珠北路,118.751262,32.137773,江苏省,南京市,浦口区,
威尼斯水城第五街区,商务住宅;住宅区;住宅小区,柳州东路199号,118.751857,32.142177,江苏省,南京市,浦口区,
威尼斯水城第四街区,商务住宅;住宅区;住宅小区,柳州路199号,118.749343,32.141968,江苏省,南京市,浦口区,
威尼斯水城,商务住宅;住宅区;住宅小区,浦珠北路北外滩1号(柳州东路198号),118.750352,32.138384,江苏省,南京市,浦口区,
京新社区,商务住宅;住宅区;社区中心,柳洲东路与江山路交叉口西南150米,118.745735,32.139357,江苏省,南京市,浦口区,
南京华景家庭公寓威尼斯水城第一街区店,商务住宅;商务住宅相关;商务住宅相关,威尼斯水城第一街区23栋(临近江山路),118.747926,32.138215,江苏省,南京市,浦口区,
威尼斯水城第一街区(南门),商务住宅;商务住宅相关;商务住宅相关,,118.748535,32.136567,江苏省,南京市,浦口区,
威尼斯水城九街区,商务住宅;住宅区;住宅小区,柳州东路205号,118.754949,32.141714,江苏省,南京市,浦口区,
威尼斯水城三街区,商务住宅;住宅区;住宅小区,柳洲东路201号,118.753998,32.137277,江苏省,南京市,浦口区,
威尼斯水城北外滩第十一街区,商务住宅;住宅区;住宅小区,柳洲东路与滨江大道交叉口,118.757516,32.140917,江苏省,南京市,浦口区,
威尼斯水城第十一街区,商务住宅;住宅区;住宅小区,柳州东路211号,118.756781,32.140423,江苏省,南京市,浦口区,
威尼斯水城-九街区(南门),商务住宅;商务住宅相关;商务住宅相关,柳洲东路205号02栋附近,118.75453,32.141239,江苏省,南京市,浦口区,
吉祥山庄(化新路),商务住宅;住宅区;住宅小区,化新路东50米,118.81345,32.135214,江苏省,南京市,栖霞区,
太平村小区,商务住宅;住宅区;住宅小区,太平南路太平村,118.813566,32.135211,江苏省,南京市,栖霞区,
十四化建二村,商务住宅;住宅区;住宅小区,和燕路太平村,118.813722,32.136478,江苏省,南京市,栖霞区,
化工新村(化新路),商务住宅;住宅区;住宅小区,栖霞和燕路化工新村,118.818711,32.13816,江苏省,南京市,栖霞区,
太瓷桥,商务住宅;住宅区;住宅小区,太新路3号,118.822773,32.137641,江苏省,南京市,栖霞区,
吉祥山庄(联珠路),商务住宅;住宅区;住宅小区,化新路,118.81447,32.135125,江苏省,南京市,栖霞区,
电瓷社区胜利一村,商务住宅;住宅区;住宅小区,和燕路太平村,118.82142,32.134594,江苏省,南京市,栖霞区,
金燕新村,商务住宅;住宅区;住宅小区,和燕路522号,118.821313,32.137943,江苏省,南京市,栖霞区,
胜利一村小区,商务住宅;住宅区;住宅小区,和燕路西200米,118.820285,32.134664,江苏省,南京市,栖霞区,
十四化建一村,商务住宅;住宅区;住宅小区,化新路3号,118.817353,32.1368,江苏省,南京市,栖霞区,
化工新村茉莉花地45-49幢,商务住宅;住宅区;住宅小区,化新路3号,118.816641,32.136907,江苏省,南京市,栖霞区,
化工四村,商务住宅;住宅区;住宅区,化新路化工新村(北2门)附近,118.818281,32.137499,江苏省,南京市,栖霞区,
南化新村社区,商务住宅;住宅区;住宅小区,化新路3号,118.81958,32.137849,江苏省,南京市,栖霞区,
化工新村小区28-31幢,商务住宅;住宅区;住宅小区,和燕路705号附近,118.81929,32.135808,江苏省,南京市,栖霞区,
南京山泉产业园,商务住宅;产业园区;产业园区,和燕路508-1号,118.822736,32.135911,江苏省,南京市,栖霞区,
化工新村南区,商务住宅;住宅区;住宅区,化新路与南苑路交叉口西南50米,118.818987,32.137689,江苏省,南京市,栖霞区,
燕子矶街道山泉科技创新园(南门),商务住宅;商务住宅相关;商务住宅相关,和燕路508,118.82228,32.135519,江苏省,南京市,栖霞区,
钟化村社区胜利二村(西2门),商务住宅;商务住宅相关;商务住宅相关,富民路南50米,118.818783,32.135388,江苏省,南京市,栖霞区,
化工新村北区,商务住宅;住宅区;住宅小区,和燕路544号,118.820595,32.138721,江苏省,南京市,栖霞区,
公园里,商务住宅;住宅区;住宅小区,太新路54号附近,118.828973,32.138715,江苏省,南京市,栖霞区,
燕江府,商务住宅;住宅区;住宅小区,太新路44号附近,118.827582,32.138168,江苏省,南京市,栖霞区,
金浦·紫御东方,商务住宅;住宅区;住宅小区,太新路78号附近,118.831377,32.139524,江苏省,南京市,栖霞区,
融创玉兰公馆,商务住宅;住宅区;住宅小区,,118.8312,32.136717,江苏省,南京市,栖霞区,
中航国际社区(建设中),商务住宅;住宅区;住宅小区,太新路北100米,118.828298,32.140066,江苏省,南京市,栖霞区,
弘阳燕江府,商务住宅;住宅区;住宅小区,太新路51-1号,118.829535,32.138949,江苏省,南京市,栖霞区,
燕子矶新城,商务住宅;住宅区;住宅区,经五路西50米,118.83376,32.13744,江苏省,南京市,栖霞区,
融创玉兰公馆(建设中),商务住宅;住宅区;住宅小区,太新路,118.830193,32.137571,江苏省,南京市,栖霞区,
电瓷新村,商务住宅;住宅区;住宅区,太新路63号,118.830589,32.140322,江苏省,南京市,栖霞区,
石化村,商务住宅;住宅区;住宅区,燕子矶石化一村,118.839575,32.141442,江苏省,南京市,栖霞区,
樊甸89号,商务住宅;住宅区;住宅区,G36宁洛高速附近,118.84927,32.139279,江苏省,南京市,栖霞区,
樊甸108号,商务住宅;住宅区;住宅区,G36宁洛高速附近,118.849403,32.138525,江苏省,南京市,栖霞区,
樊甸99号,商务住宅;住宅区;住宅区,G36宁洛高速附近,118.850017,32.138462,江苏省,南京市,栖霞区,
樊甸65号,商务住宅;住宅区;住宅区,,118.847754,32.138491,江苏省,南京市,栖霞区,
伏家场101号,商务住宅;住宅区;住宅区,,118.848408,32.137941,江苏省,南京市,栖霞区,
扶家场189号,商务住宅;住宅区;住宅区,,118.848973,32.137772,江苏省,南京市,栖霞区,
伏家场34号,商务住宅;住宅区;住宅区,,118.8474,32.138586,江苏省,南京市,栖霞区,
伏家场14号,商务住宅;住宅区;住宅区,,118.847823,32.138035,江苏省,南京市,栖霞区,
伏家场87号,商务住宅;住宅区;住宅区,,118.847852,32.137883,江苏省,南京市,栖霞区,
伏家场71号,商务住宅;住宅区;住宅区,,118.848108,32.13773,江苏省,南京市,栖霞区,
伏家场45号,商务住宅;住宅区;住宅区,,118.847925,32.137696,江苏省,南京市,栖霞区,
伏家场100号,商务住宅;住宅区;住宅区,,118.848346,32.137516,江苏省,南京市,栖霞区,
樊甸103号,商务住宅;住宅区;住宅区,,118.848644,32.13729,江苏省,南京市,栖霞区,
伏家场102号,商务住宅;住宅区;住宅区,,118.846808,32.138321,江苏省,南京市,栖霞区,
伏家场99号,商务住宅;住宅区;住宅区,,118.848446,32.137199,江苏省,南京市,栖霞区,
伏家场83号,商务住宅;住宅区;住宅区,,118.84678,32.138186,江苏省,南京市,栖霞区,
伏家场72号,商务住宅;住宅区;住宅区,,118.848344,32.137176,江苏省,南京市,栖霞区,
伏家场64号,商务住宅;住宅区;住宅区,,118.846851,32.138027,江苏省,南京市,栖霞区,
伏家场22号,商务住宅;住宅区;住宅区,,118.846943,32.137754,江苏省,南京市,栖霞区,
伏家场11号,商务住宅;住宅区;住宅区,,118.847845,32.136931,江苏省,南京市,栖霞区,
伏家场10号,商务住宅;住宅区;住宅区,,118.847659,32.136843,江苏省,南京市,栖霞区,
伏家场7号,商务住宅;住宅区;住宅区,燕子矶伏家场,118.847501,32.136768,江苏省,南京市,栖霞区,
伏家场148号,商务住宅;住宅区;住宅区,,118.84751,32.136332,江苏省,南京市,栖霞区,
伏家场2号,商务住宅;住宅区;住宅区,,118.846786,32.136376,江苏省,南京市,栖霞区,
伏家场146号,商务住宅;住宅区;住宅区,,118.846825,32.135962,江苏省,南京市,栖霞区,
伏家场36号,商务住宅;住宅区;住宅区,,118.846518,32.136098,江苏省,南京市,栖霞区,
樊甸100号,商务住宅;住宅区;住宅区,,118.84968,32.135504,江苏省,南京市,栖霞区,
燕子矶新城保障性住房,商务住宅;住宅区;住宅小区,,118.84971,32.135419,江苏省,南京市,栖霞区,
樊甸51号,商务住宅;住宅区;住宅区,,118.845702,32.136508,江苏省,南京市,栖霞区,
樊甸50号,商务住宅;住宅区;住宅区,,118.845547,32.136448,江苏省,南京市,栖霞区,
樊甸23号,商务住宅;住宅区;住宅区,,118.845928,32.13607,江苏省,南京市,栖霞区,
樊甸57号,商务住宅;住宅区;住宅区,,118.845662,32.13622,江苏省,南京市,栖霞区,
樊甸81号,商务住宅;住宅区;住宅区,,118.846504,32.13559,江苏省,南京市,栖霞区,
樊甸80号,商务住宅;住宅区;住宅区,,118.846935,32.135119,江苏省,南京市,栖霞区,
余冲188号,商务住宅;住宅区;住宅区,,118.84532,32.134767,江苏省,南京市,栖霞区,
吴庄39号,商务住宅;商务住宅相关;商务住宅相关,,118.845199,32.136382,江苏省,南京市,栖霞区,
吴庄6号,商务住宅;商务住宅相关;商务住宅相关,,118.845381,32.13639,江苏省,南京市,栖霞区,
吴庄29号,商务住宅;商务住宅相关;商务住宅相关,,118.846114,32.135069,江苏省,南京市,栖霞区,
吴庄37号,商务住宅;商务住宅相关;商务住宅相关,,118.845333,32.136857,江苏省,南京市,栖霞区,
吴庄35号,商务住宅;商务住宅相关;商务住宅相关,,118.845535,32.136714,江苏省,南京市,栖霞区,
南京经济技术开发区,商务住宅;产业园区;产业园区,兴建路与恒竞路交叉口西南100米,118.856844,32.136667,江苏省,南京市,栖霞区,
南京大学科技实业集团新港工业园,商务住宅;产业园区;产业园区,恒广路20号,118.871419,32.140869,江苏省,南京市,栖霞区,
南京大学南京开发区高科技产业园,商务住宅;产业园区;产业园区,恒广路20号,118.871298,32.141232,江苏省,南京市,栖霞区,
新港研发大楼,商务住宅;楼宇;商务写字楼,兴智路与恒发路交叉口东北200米,118.878909,32.13593,江苏省,南京市,栖霞区,
光电产业园,商务住宅;产业园区;产业园区,恒广路21号,118.8787,32.143619,江苏省,南京市,栖霞区,
兴智科技园,商务住宅;产业园区;产业园区,杨家边路附近,118.87784,32.136759,江苏省,南京市,栖霞区,
紫丁香科技园,商务住宅;产业园区;产业园区,兴智路6号兴智科技园C栋17-18层,118.877909,32.137248,江苏省,南京市,栖霞区,
创智科技园,商务住宅;产业园区;产业园区,兴智街与恒广路交叉口东南100米,118.877902,32.141281,江苏省,南京市,栖霞区,
南京新港高新技术产业园,商务住宅;产业园区;产业园区,兴智路10号,118.877885,32.137759,江苏省,南京市,栖霞区,
紫金新港科技创业特别社区,商务住宅;住宅区;住宅小区,兴智路6-3号,118.87812,32.136429,江苏省,南京市,栖霞区,
新港研发大楼A座,商务住宅;商务住宅相关;商务住宅相关,恒竞路附近,118.87877,32.13806,江苏省,南京市,栖霞区,
南京开发区人力资源服务产业园,商务住宅;产业园区;产业园区,兴智街附近,118.878498,32.137054,江苏省,南京市,栖霞区,
出口加工区综合大楼,商务住宅;商务住宅相关;商务住宅相关,兴智路6-3号,118.878115,32.136427,江苏省,南京市,栖霞区,
国家级南京开发区,商务住宅;产业园区;产业园区,恒久路与栖霞大道交叉口北100米,118.892377,32.135264,江苏省,南京市,栖霞区,
南京电气科技工业园区,商务住宅;产业园区;产业园区,仙新中路东50米,118.904911,32.135943,江苏省,南京市,栖霞区,
白云电气集团南京电气特高压电器产业园,商务住宅;产业园区;产业园区,仙新东路,118.90487,32.136001,江苏省,南京市,栖霞区,
亚东花园城.半山苑,商务住宅;住宅区;住宅区,刘宇一艺术中心旁边,118.927924,32.140626,江苏省,南京市,栖霞区,
九乡河小区,商务住宅;住宅区;住宅小区,九乡河西路红枫街12号,118.94708,32.137655,江苏省,南京市,栖霞区,
红枫新村,商务住宅;住宅区;住宅小区,红枫街7号,118.947921,32.141628,江苏省,南京市,栖霞区,
红梅村社区,商务住宅;住宅区;住宅小区,栖霞大道南100米红梅村社区居委会附近,118.982535,32.14317,江苏省,南京市,栖霞区,
熊猫汇智家园,商务住宅;住宅区;住宅小区,天佑路28,118.991623,32.134906,江苏省,南京市,栖霞区,
天佑苑,商务住宅;住宅区;住宅小区,经天路36号,118.993491,32.137874,江苏省,南京市,栖霞区,
晶都茗苑,商务住宅;住宅区;住宅小区,天佐路与天佑路交汇处西200米,118.993504,32.140528,江苏省,南京市,栖霞区,
中电熊猫液晶-人才公寓,商务住宅;商务住宅相关;商务住宅相关,南京经济技术开发区,118.990781,32.13563,江苏省,南京市,栖霞区,
步青苑,商务住宅;住宅区;住宅小区,竹丝西路,118.998116,32.138195,江苏省,南京市,栖霞区,
齐东苑,商务住宅;住宅区;住宅小区,竹丝西路,118.99735,32.140379,江苏省,南京市,栖霞区,
观梅苑西区,商务住宅;住宅区;住宅小区,摄山路与竹丝中路交叉口西南150米,119.002801,32.139339,江苏省,南京市,栖霞区,
闻兰苑,商务住宅;住宅区;住宅小区,仙林大学城摄山星城小区,119.001854,32.141782,江苏省,南京市,栖霞区,
观梅苑西区(东1门),商务住宅;商务住宅相关;商务住宅相关,摄山路与竹丝中路交叉口西南50米,119.003621,32.139812,江苏省,南京市,栖霞区,
赏菊苑,商务住宅;住宅区;住宅小区,尤山路与朝阳路交叉口西南150米,119.008625,32.142199,江苏省,南京市,栖霞区,
尤山苑,商务住宅;住宅区;住宅小区,尤山路2号,119.011375,32.140224,江苏省,南京市,栖霞区,
摄山星城小区,商务住宅;住宅区;住宅小区,宁镇公路与摄山路交汇处,119.006067,32.143862,江苏省,南京市,栖霞区,
听竹苑(朝阳路),商务住宅;住宅区;住宅小区,当山路与朝阳路交汇处,119.006414,32.143899,江苏省,南京市,栖霞区,
观梅苑,商务住宅;住宅区;住宅小区,摄山星城观梅苑,119.00686,32.139514,江苏省,南京市,栖霞区,
栖霞区西岗街道文化艺术中心,商务住宅;住宅区;社区中心,摄山路10号附近,119.004484,32.141438,江苏省,南京市,栖霞区,
观梅苑东区,商务住宅;住宅区;住宅小区,经天路29号,119.005474,32.139169,江苏省,南京市,栖霞区,
熊猫电子装备产业园,商务住宅;产业园区;产业园区,麒东公路熊猫电子装备产业园1期附近,119.021332,32.136078,江苏省,南京市,栖霞区,
熊猫电子装备产业园1期,商务住宅;产业园区;产业园区,麒东公路,119.021416,32.136098,江苏省,南京市,栖霞区,
和平工业园(美亚路),商务住宅;产业园区;产业园区,宝华开发区美亚路8-10号,119.03087,32.138332,江苏省,镇江市,句容市,
江宁区章桥工业园,商务住宅;产业园区;产业园区,美亚路东200米,119.03313,32.136041,江苏省,镇江市,句容市,
明辉科技园,商务住宅;产业园区;产业园区,龙其线,119.03096,32.143094,江苏省,镇江市,句容市,
宝华镇井盖,商务住宅;商务住宅相关;商务住宅相关,G312(宁镇公路),119.030481,32.14083,江苏省,镇江市,句容市,
句容市宝华经济开发区,商务住宅;产业园区;产业园区,宝华镇,119.043446,32.144165,江苏省,镇江市,句容市,
泰达青筑,商务住宅;住宅区;住宅小区,宝华大道66号,119.038248,32.135231,江苏省,镇江市,句容市,
华美嘉园(宝龙大道),商务住宅;住宅区;住宅小区,宝龙大道与崇文路交叉口西50米,119.04056,32.144087,江苏省,镇江市,句容市,
鸿信大宅门,商务住宅;住宅区;别墅,宝华镇宁镇公路,119.045277,32.142592,江苏省,镇江市,句容市,
紫霄园,商务住宅;住宅区;别墅,便民路与312国道交叉口东南200米,119.045203,32.142582,江苏省,镇江市,句容市,
大宅门紫金园,商务住宅;住宅区;别墅,凯美路南50米,119.046634,32.141402,江苏省,镇江市,句容市,
碧桂园仙林云墅,商务住宅;住宅区;别墅,狮子山路与玉兰路交汇处东南400米,119.049373,32.135786,江苏省,镇江市,句容市,
可园艺墅,商务住宅;住宅区;别墅,仙林大道东宝华山西麓环山路1号可一艺术区,119.051169,32.141099,江苏省,镇江市,句容市,
江苏可一文化艺术产业园,商务住宅;产业园区;产业园区,宝华山西麓环山路1号,119.051909,32.142177,江苏省,镇江市,句容市,
欣棉花苑,商务住宅;住宅区;住宅小区,勤业路北100米,118.570007,32.130504,江苏省,南京市,浦口区,
永宁侯冲生态小区,商务住宅;住宅区;住宅小区,候冲路99号(公交车站),118.56505,32.131985,江苏省,南京市,浦口区,
傅云小区,商务住宅;住宅区;住宅小区,侯冲路与勤业路交叉口东南150米,118.56806,32.1281,江苏省,南京市,浦口区,
张云小区,商务住宅;住宅区;住宅小区,永宁镇侯冲路(公交车站),118.565494,32.130128,江苏省,南京市,浦口区,
永宁镇侯冲村街南农民集中居住区,商务住宅;住宅区;住宅区,勤业路与真相路交叉口南150米,118.573513,32.132976,江苏省,南京市,浦口区,
南京工业大学绿色建筑产业科技园,商务住宅;产业园区;产业园区,宁滁快速通道东150米,118.56562,32.124299,江苏省,南京市,浦口区,
永宁街道文体活动中心,商务住宅;住宅区;社区中心,永宁街道府西路2号门面房,118.567796,32.128707,江苏省,南京市,浦口区,
永宁工业集中区,商务住宅;产业园区;产业园区,琥珀东路与琥珀西路交叉口东100米,118.575062,32.128313,江苏省,南京市,浦口区,
宁建工业园,商务住宅;产业园区;产业园区,竹园南路8,118.578302,32.129718,江苏省,南京市,浦口区,
永宁别墅区,商务住宅;住宅区;住宅小区,侉刘附近,118.58826,32.131872,江苏省,南京市,浦口区,
绿城玫瑰园,商务住宅;住宅区;别墅,珍珠泉旅游度假区,118.67126,32.129872,江苏省,南京市,浦口区,
永泰楼,商务住宅;商务住宅相关;商务住宅相关,八一新村珍珠泉东侧,118.68159,32.1277,江苏省,南京市,浦口区,
安泰楼,商务住宅;商务住宅相关;商务住宅相关,八一新村珍珠泉东侧,118.680659,32.127088,江苏省,南京市,浦口区,
康泰楼,商务住宅;商务住宅相关;商务住宅相关,八一新村珍珠泉东侧,118.680491,32.127577,江苏省,南京市,浦口区,
昌泰楼,商务住宅;商务住宅相关;商务住宅相关,八一新村珍珠泉东侧,118.68131,32.127234,江苏省,南京市,浦口区,
浦厂二村,商务住宅;住宅区;住宅小区,沿山大道东150米,118.683509,32.126479,江苏省,南京市,浦口区,
浦厂一村,商务住宅;住宅区;住宅区,顶山街道龙虎巷,118.68731,32.12467,江苏省,南京市,浦口区,
工会街社区,商务住宅;住宅区;住宅小区,工会街36号附近,118.691709,32.124996,江苏省,南京市,浦口区,
建设二村小区,商务住宅;住宅区;住宅小区,工会街附近,118.691759,32.128734,江苏省,南京市,浦口区,
建设一村小区,商务住宅;住宅区;住宅小区,工会街附近,118.69166,32.127572,江苏省,南京市,浦口区,
新城花漾紫郡,商务住宅;商务住宅相关;商务住宅相关,高新区丹霞路与侨谊路交汇处,118.687827,32.132537,江苏省,南京市,浦口区,
点将台花园,商务住宅;住宅区;住宅小区,金汤街171号,118.694235,32.12732,江苏省,南京市,浦口区,
铭人丽岛,商务住宅;住宅区;住宅小区,星火南路16号,118.713229,32.130409,江苏省,南京市,浦口区,
新桥家园(星火南路),商务住宅;住宅区;住宅小区,大桥北路,118.708352,32.133289,江苏省,南京市,浦口区,
新桥家园西区,商务住宅;住宅区;住宅小区,柳新路29,118.706931,32.134012,江苏省,南京市,浦口区,
高新区泰山150亩保障性住房,商务住宅;住宅区;住宅区,泰西路55号附近,118.706107,32.132491,江苏省,南京市,浦口区,
金城丽景,商务住宅;住宅区;住宅小区,大桥北路33号(距离长江大桥仅500米),118.72349,32.133974,江苏省,南京市,浦口区,
旭日爱上城四区,商务住宅;住宅区;住宅小区,丽岛路21号,118.715657,32.130248,江苏省,南京市,浦口区,
莱特光学大厦,商务住宅;楼宇;商务写字楼,柳洲北路22号附近,118.717216,32.124706,江苏省,南京市,浦口区,
弘阳·旭日爱上城第6区,商务住宅;住宅区;住宅小区,柳洲路东侧,118.719879,32.131601,江苏省,南京市,浦口区,
旭日爱上城星岛园,商务住宅;住宅区;住宅小区,星火南路2号,118.723787,32.129079,江苏省,南京市,浦口区,
弘阳·旭日爱上城(第三区),商务住宅;住宅区;住宅小区,丽岛路10号附近,118.723279,32.127883,江苏省,南京市,浦口区,
弘阳·旭日爱上城第四区南区,商务住宅;住宅区;住宅小区,丽岛路西150米,118.716011,32.129062,江苏省,南京市,浦口区,
旭日爱上城1期,商务住宅;住宅区;住宅小区,火炬南路,118.723932,32.126405,江苏省,南京市,浦口区,
弘阳·旭日爱上城第四区北区,商务住宅;住宅区;住宅小区,丽岛路21号,118.715582,32.131123,江苏省,南京市,浦口区,
金城丽景南区,商务住宅;住宅区;住宅小区,大桥北路33号,118.723322,32.133247,江苏省,南京市,浦口区,
苏邦工业园,商务住宅;产业园区;产业园区,沿口路附近,118.719744,32.124586,江苏省,南京市,浦口区,
南京高新区小柳工业园(凯天路),商务住宅;产业园区;产业园区,柳洲北路21号,118.718692,32.124422,江苏省,南京市,浦口区,
